country|country_code|sector|subsector|btype|bage|topic|feature|type|detail|estimated|value|unit|source
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.16192803095834282|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.0438961529706351|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|BUILDING|Occupancy|Occupied [Mil.]||0|0.8197612291855695|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|BUILDING|Occupancy|Vacant [Mil.]||0|0.09852247666742546|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.0571863601611184|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|BUILDING|Construction features (U-values)|Walls ||0|1.395|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|BUILDING|Construction features (U-values)|Windows ||0|2.75|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|BUILDING|Construction features (U-values)|Roof ||0|0.94|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|BUILDING|Construction features (U-values)|Floor ||0|1.08|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|WALLS|construction material|brick||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|WALLS|construction methodology|solid wall||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|WINDOWS|construction material|wood||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|WINDOWS|construction methodology|single glazing||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|ROOF|construction material|wood||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|ROOF|construction material|tilted roof||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|ROOF|construction material||insulation|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|FLOOR|construction material|concrete||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|186.273077252932|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|49.53563796729642|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|13.68|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|224.1610211661784|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|7.504649152045407|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|22.581576000000002|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|7.663230757670516|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.022306194990501377|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|9.5115407347407|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1945 - 1969|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.0033793885410609587|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Area|Constructed area [Mm²]||0|44.519999999999996|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Area|Heated area [Mm²]||0|39.25088399999999|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Area|Cooled area [Mm²]||0|0.46313999999999994|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.9459605436212185|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Area|Number of buildings [Mil.]||0|0.33|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.7463628689171414|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.15702945024112228|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.04256822446295483|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Occupancy|Occupied [Mil.]||0|0.7949621469868456|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Occupancy|Vacant [Mil.]||0|0.09554201490574307|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.055456381728629794|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Construction features (U-values)|Walls ||0|1.415|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Construction features (U-values)|Windows ||0|2.8|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Construction features (U-values)|Roof ||0|0.85|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|BUILDING|Construction features (U-values)|Floor ||0|1.015|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|WALLS|construction material|brick||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|WALLS|construction methodology|solid wall||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|WINDOWS|construction material|wood||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|WINDOWS|construction methodology|single glazing||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|ROOF|construction material|concrete||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|ROOF|construction material|flat roof||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|ROOF|construction material||insulation|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|FLOOR|construction material|concrete||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|ENERGY|Useful energy demand|Space heating [kWh/m² year]||0|171.6712068914117|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|28.730670021031926|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|13.68|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|206.58913037312487|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|4.3526965081863365|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|22.581576000000002|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|7.325980227834799|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.013306322513540724|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|9.1141377554564|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1970 - 1979|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.0020159078608014197|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Area|Constructed area [Mm²]||0|25.18|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Area|Heated area [Mm²]||0|22.924056|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Area|Cooled area [Mm²]||0|0.283278|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.4767680202753297|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Area|Number of buildings [Mil.]||0|0.19|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.3761699679972352|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.07914349136570474|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.021454560912389835|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Occupancy|Occupied [Mil.]||0|0.40066420483231935|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Occupancy|Vacant [Mil.]||0|0.048153570047808306|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.027950245395202064|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Construction features (U-values)|Walls ||0|0.96|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Construction features (U-values)|Windows ||1|2.1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Construction features (U-values)|Roof ||0|0.35|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|BUILDING|Construction features (U-values)|Floor ||0|0.805|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|WALLS|construction material|brick||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|WALLS|construction methodology|honeycomb bricks / hollow blocks wall||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|WINDOWS|construction material|wood||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|WINDOWS|construction methodology|single glazing||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|ROOF|construction material|concrete||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|ROOF|construction material|flat roof||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|ROOF|construction material||insulation|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|FLOOR|construction material|concrete||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|FLOOR|construction methodology||insulation|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|ENERGY|Useful energy demand|Space heating [kWh/m² year]||0|141.76729662103034|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|33.90219062481767|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|13.68|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|170.60276475374792|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|5.136181879659877|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|22.581576000000002|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|3.57304384670911|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.009603744755817099|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|4.479511416649744|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1980 - 1989|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.0014549673305062905|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Area|Constructed area [Mm²]||0|12.2|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Area|Heated area [Mm²]||0|11.966339999999999|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Area|Cooled area [Mm²]||0|0.162564|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.19601165980795607|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Area|Number of buildings [Mil.]||0|0.1|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.15465319958847734|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.03253793552812071|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.008820524691358023|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Occupancy|Occupied [Mil.]||0|0.16472341364142787|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Occupancy|Vacant [Mil.]||0|0.019797177640603562|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.011491068525924637|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Construction features (U-values)|Walls ||0|0.33|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Construction features (U-values)|Windows ||1|1.75|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Construction features (U-values)|Roof ||0|0.33|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|BUILDING|Construction features (U-values)|Floor ||0|0.485|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|WALLS|construction material|brick||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|WALLS|construction methodology|honeycomb bricks / hollow blocks wall||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|WALLS|construction methodology||insulation|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|WINDOWS|construction material|wood||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|WINDOWS|construction methodology|single glazing||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|ROOF|construction material|concrete||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|ROOF|construction material|flat roof||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|ROOF|construction material||insulation|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|FLOOR|construction material|concrete||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|FLOOR|construction methodology||insulation|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|ENERGY|Useful energy demand|Space heating [kWh/m² year]||0|177.8235281991074|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|24.070555343620544|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|13.68|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|213.99283383480582|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|3.646689134558512|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|22.581576000000002|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|2.2734927984301065|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.00391300575888033|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|2.83620623443079|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|1990 - 1999|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.0005928203724703698|TWh/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Area|Constructed area [Mm²]||0|21.2|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Area|Heated area [Mm²]||0|19.56414|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Area|Cooled area [Mm²]||0|0.24626399999999998|Mm²|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.38176511263966223|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Area|Number of buildings [Mil.]||0|0.16|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.3012126738726935|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.06337300869818394|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.0171794300687848|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Occupancy|Occupied [Mil.]||0|0.3208260805751152|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Occupancy|Vacant [Mil.]||0|0.03855827637660589|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.02238075568794115|1e6 dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Construction features (U-values)|Walls ||0|0.33|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Construction features (U-values)|Windows ||0|1.4|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Construction features (U-values)|Roof ||0|0.33|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|BUILDING|Construction features (U-values)|Floor ||1|0.39|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|WALLS|construction material|brick||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|WALLS|construction methodology|honeycomb bricks / hollow blocks wall||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|WALLS|construction methodology||insulation|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|WINDOWS|construction material|wood||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|WINDOWS|construction methodology|double glazing||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|WINDOWS|construction methodology||low-e|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|ROOF|construction material|concrete||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|ROOF|construction material|flat roof||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|ROOF|construction material||insulation|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|FLOOR|construction material|concrete||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|FLOOR|construction methodology||insulation|0|1|dimensionless|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|ENERGY|Useful energy demand|Space heating [kWh/m² year]||0|115.47560717205741|kWh/m²/year|
Czech Republic|cz|Residential sector|Single family- Terraced houses|Single family- Terraced houses|2000 - 2010|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|30.810310839834294|kWh/m²/year|
