country|country_code|sector|subsector|btype|bage|topic|feature|type|detail|estimated|value|unit|source
Austria|at|Residential sector|Total|Total|2000 - 2010|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.06426674288599042|1e6 dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|BUILDING|Occupancy|Occupied [Mil.]||0|0.35020582087995067|1e6 dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|BUILDING|Occupancy|Vacant [Mil.]||1|0.048612023465044035|1e6 dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.013148456206226011|1e6 dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|BUILDING|Construction features (U-values)|Walls||0|0.21825860940178954|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|BUILDING|Construction features (U-values)|Windows ||0|1.3528741376867055|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|BUILDING|Construction features (U-values)|Roof ||0|0.1871387462707579|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|BUILDING|Construction features (U-values)|Floor ||0|0.22489426476255966|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|WALLS|construction material|brick||0|0.8050309090998775|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|WALLS|construction material|concrete||0|0.19496909090012265|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|WALLS|construction methodology|solid wall||0|1|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|WALLS|construction methodology||insulation|0|1|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|WINDOWS|construction material|wood||0|0.40251545454993876|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|WINDOWS|construction material|synthetic / pvc||0|0.5974845454500614|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|WINDOWS|construction methodology|double glazing||0|1|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|WINDOWS|construction methodology||low-e|0|1|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|ROOF|construction material|wood||0|0.19496909090012265|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|ROOF|construction material|concrete||0|0.8050309090998775|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|ROOF|construction material|flat roof||0|1|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|ROOF|construction material||insulation|0|1|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|FLOOR|construction material|concrete||0|1|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|FLOOR|construction methodology||insulation|0|1|dimensionless|
Austria|at|Residential sector|Total|Total|2000 - 2010|ENERGY|Useful energy demand|Space heating [kWh/m² year]||0|94.89664577956148|kWh/m²/year|
Austria|at|Residential sector|Total|Total|2000 - 2010|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|32.759335230662124|kWh/m²/year|
Austria|at|Residential sector|Total|Total|2000 - 2010|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|18.942148099475403|kWh/m²/year|
Austria|at|Residential sector|Total|Total|2000 - 2010|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|126.0132559306797|kWh/m²/year|
Austria|at|Residential sector|Total|Total|2000 - 2010|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|5.569086989212561|kWh/m²/year|
Austria|at|Residential sector|Total|Total|2000 - 2010|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|28.413222149213105|kWh/m²/year|
Austria|at|Residential sector|Total|Total|2000 - 2010|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|2.559828514429724|TWh/year|
Austria|at|Residential sector|Total|Total|2000 - 2010|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.01903667901788438|TWh/year|
Austria|at|Residential sector|Total|Total|2000 - 2010|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|3.4774473362550484|TWh/year|
Austria|at|Residential sector|Total|Total|2000 - 2010|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.003236235433040344|TWh/year|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Area|Constructed area [Mm²]||0|7.1938048|Mm²|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Area|Heated area [Mm²]||0|6.648285982615647|Mm²|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Area|Cooled area [Mm²]||0|0.29029399999999994|Mm²|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.13122322499388403|1e6 dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Area|Number of buildings [Mil.]||0|0.0689|1e6 dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.07505968469650166|1e6 dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.03569271719833646|1e6 dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.02047082309904591|1e6 dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Occupancy|Occupied [Mil.]||0|0.11080935931178272|1e6 dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Occupancy|Vacant [Mil.]||1|0.015484340549278316|1e6 dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.004929525132822997|1e6 dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Construction features (U-values)|Walls||0|0.34236049996797246|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Construction features (U-values)|Windows ||0|1.038324033479474|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Construction features (U-values)|Roof ||0|0.15925599982918637|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|BUILDING|Construction features (U-values)|Floor ||0|0.37018600004270347|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|WALLS|construction material|brick||0|1|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|WALLS|construction methodology|solid wall||0|1|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|WALLS|construction methodology||insulation|0|1|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|WINDOWS|construction material|synthetic / pvc||0|1|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|WINDOWS|construction methodology|double glazing||0|1|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|WINDOWS|construction methodology||low-e|0|1|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|ROOF|construction material|wood||0|0.6209373932414736|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|ROOF|construction material|concrete||0|0.3790626067585265|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|ROOF|construction material|tilted roof||0|0.6209373932414736|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|ROOF|construction material||insulation|0|1|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|ROOF|construction material|flat roof||0|0.3790626067585265|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|ROOF|construction material||insulation|0|0.758125213517053|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|FLOOR|construction material|concrete||0|1|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|FLOOR|construction methodology||insulation|0|1|dimensionless|
Austria|at|Residential sector|Total|Total|Post 2010|ENERGY|Useful energy demand|Space heating [kWh/m² year]||0|78.50170420903233|kWh/m²/year|
Austria|at|Residential sector|Total|Total|Post 2010|ENERGY|Useful energy demand|Space cooling [kWh/m² year]||0|23.378232054207054|kWh/m²/year|
Austria|at|Residential sector|Total|Total|Post 2010|ENERGY|Useful energy demand|Domestic hot water  [kWh/m² year]||0|19.40886649863929|kWh/m²/year|
Austria|at|Residential sector|Total|Total|Post 2010|ENERGY|Final energy consumption|Space heating [kWh/m² year]||0|104.24241301917404|kWh/m²/year|
Austria|at|Residential sector|Total|Total|Post 2010|ENERGY|Final energy consumption|Space cooling [kWh/m² year]||0|3.9742994492151995|kWh/m²/year|
Austria|at|Residential sector|Total|Total|Post 2010|ENERGY|Final energy consumption|Domestic hot water [kWh/m² year]||0|29.113299747958937|kWh/m²/year|
Austria|at|Residential sector|Total|Total|Post 2010|ENERGY|Total useful energy demand|Space heating+Domestic hot water [TWh/year]||0|0.6615253766848199|TWh/year|
Austria|at|Residential sector|Total|Total|Post 2010|ENERGY|Total useful energy demand|Space cooling [TWh/year]||0|0.006786560495943981|TWh/year|
Austria|at|Residential sector|Total|Total|Post 2010|ENERGY|Total final energy consumption|Space heating+Domestic hot water [TWh/year]||0|0.9024687687401114|TWh/year|
Austria|at|Residential sector|Total|Total|Post 2010|ENERGY|Total final energy consumption|Space cooling [TWh/year]||0|0.0011537152843104769|TWh/year|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses||BUILDING|Area|Number of dwellings/units [Mil.]||0|3.554503533379864|1e6 dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses||BUILDING|Area|Number of buildings [Mil.]||0|2.8399|1e6 dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses||BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|2.033176021093282|1e6 dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses||BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.9668249610793228|1e6 dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses||BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.5545025512072587|1e6 dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Area|Constructed area [Mm²]||1|44.5912|Mm²|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Area|Heated area [Mm²]||0|41.209771205914684|Mm²|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Area|Cooled area [Mm²]||0|0.9144987600000001|Mm²|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Area|Number of dwellings/units [Mil.]||0|0.7444939961617136|1e6 dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Area|Number of buildings [Mil.]||0|0.58|1e6 dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Tenure/ownership status and distribution|Owner occupied -  dwellings/units  [Mil.]||0|0.42585056580450015|1e6 dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Tenure/ownership status and distribution|Private rented  -  dwellings/units [Mil.]||0|0.2025023669559861|1e6 dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Tenure/ownership status and distribution|Social housing  -  dwellings/units [Mil.]||0|0.11614106340122733|1e6 dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Occupancy|Occupied [Mil.]||0|0.6532569868281703|1e6 dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Occupancy|Vacant [Mil.]||1|0.08785029154708221|1e6 dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Occupancy|Secondary dwellings/ units and others [Mil.]||1|0.0033867177864610742|1e6 dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Construction features (U-values)|Walls||0|1.3442857142857143|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Construction features (U-values)|Windows ||0|2|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Construction features (U-values)|Roof ||0|1.1075|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|BUILDING|Construction features (U-values)|Floor ||0|1.3|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|WALLS|construction material|brick||0|1|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|WALLS|construction methodology|solid wall||0|1|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|WINDOWS|construction material|wood||0|0.5|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|WINDOWS|construction material|synthetic / pvc||0|0.5|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|WINDOWS|construction methodology|single glazing||0|0.5|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|WINDOWS|construction methodology|double glazing||0|0.5|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|ROOF|construction material|wood||0|0.6666|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|ROOF|construction material|concrete||0|0.3333|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|ROOF|construction material|tilted roof||0|0.6666|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|ROOF|construction material|flat roof||0|0.3333|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|FLOOR|construction material|concrete||0|1|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|FLOOR|construction methodology|concrete slab||0|1|dimensionless|
Austria|at|Residential sector|Single family- Terraced houses|Single family- Terraced houses|Before 1945|ENERGY|Useful energy demand|Space heating [kWh/m² year]||1|173.2531011657768|kWh/m²/year|
