timestep,year,month,day,hour,Site Outdoor Air Drybulb Temperature(Environment),Environmental Impact Total CO2 Emissions Carbon Equivalent Mass(Site),Facility Net Purchased Electricity Rate(Whole Building),Zone Operative Temperature(Living),Zone Air Temperature(Living),Zone Operative Temperature(Bedroom),Zone Air Temperature(Bedroom),Schedule Value(Main Hot Water Loop Temp Manager-EXT),Zone Air CO2 Concentration(Living),Zone Air CO2 Concentration(Bedroom),Zone People Occupant Count(Living),Zone People Occupant Count(Bedroom),Schedule Value(Living-Thermostat Dual SP Control-HEATING-EXT),Schedule Value(Bedroom-Thermostat Dual SP Control-HEATING-EXT),Zone Ventilation Air Change Rate(Living),Zone Ventilation Air Change Rate(Bedroom),Schedule Value(Living-Ventilation-EXT),Schedule Value(Bedroom-Ventilation-EXT),Schedule Value(1 Hour Temperature Forecast Schedule),Schedule Value(0 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(0 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(1 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(1 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(2 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(2 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(3 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(3 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(4 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(4 Hour Bedroom Comfort Temperature Forecast Schedule),Schedule Value(5 Hour Living Comfort Temperature Forecast Schedule),Schedule Value(5 Hour Bedroom Comfort Temperature Forecast Schedule),Living-Ventilation-EXT,Bedroom-Ventilation-EXT,Main Hot Water Loop Temp Manager-EXT,Living-Thermostat Dual SP Control-HEATING-EXT,Bedroom-Thermostat Dual SP Control-HEATING-EXT,time (seconds),reward,emissions,reward_emissions,abs_comfort,reward_comfort,abs_air_quality,reward_air_quality,done
48348,2022.0,12.0,2.0,18.0,5.59,0.0,0.0,16.004225,15.7887945,14.981062,14.882386,85.0,443.36948,420.01532,1.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,5.57,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,12.0,12.0,29008800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48349,2022.0,12.0,2.0,18.0,5.5866666,0.22327939,0.0,20.00061,22.50775,14.94947,14.851143,85.0,450.3755,420.0141,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.56,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,20,12.0,29009400,-6.698381391161991,0.2232793797053997,-6.698381391161991,0.0,-0.0,0.0,-0.0,False
48350,2022.0,12.0,2.0,18.0,5.5833335,0.16480531,0.0,19.952324,22.00805,14.91473,14.816212,85.0,461.66107,420.0121,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.55,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,20,12.0,29010000,-4.991835326807113,0.1648053152735668,-4.944159458207004,0.047675868600109084,-0.047675868600109084,0.0,-0.0,False
48351,2022.0,12.0,2.0,18.0,5.58,0.16245049,0.0,20.165981,22.11628,14.884384,14.786389,85.0,474.26395,420.00974,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.54,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,20,12.0,29010600,-4.873514848771551,0.1624504949590517,-4.873514848771551,0.0,-0.0,0.0,-0.0,False
48352,2022.0,12.0,2.0,18.0,5.576667,0.1423208,0.0,20.144575,21.818079,14.858495,14.761051,85.0,481.31567,420.00836,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.53,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,20,12.0,29011200,-4.269623712303357,0.1423207904101119,-4.269623712303357,0.0,-0.0,0.0,-0.0,False
48353,2022.0,12.0,2.0,18.0,5.5733333,0.13158482,0.0,20.133755,21.673836,14.835178,14.738301,85.0,487.25812,420.0072,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.52,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,20,12.0,29011800,-3.947544882638769,0.1315848294212923,-3.947544882638769,0.0,-0.0,0.0,-0.0,False
48354,2022.0,12.0,2.0,19.0,5.57,0.12360323,0.0,20.125282,21.557524,14.813777,14.717437,85.0,492.2428,420.00616,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.51,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,20,12.0,29012400,-3.708096987566283,0.1236032329188761,-3.708096987566283,0.0,-0.0,0.0,-0.0,False
48355,2022.0,12.0,2.0,19.0,5.56,0.11582486,0.0,20.116976,21.46671,14.7940445,14.698153,85.0,512.57477,420.0053,2.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.47,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,20,12.0,29013000,-3.474745860484224,0.1158248620161408,-3.474745860484224,0.0,-0.0,0.0,-0.0,False
48356,2022.0,12.0,2.0,19.0,5.55,0.11127507,0.0,20.11261,21.403463,14.775498,14.680012,85.0,529.54803,420.00455,2.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.43,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,20,12.0,29013600,-3.338252086637151,0.1112750695545717,-3.338252086637151,0.0,-0.0,0.0,-0.0,False
48357,2022.0,12.0,2.0,19.0,5.54,0.10783774,0.0,20.108997,21.352528,14.757875,14.662752,85.0,543.7095,420.0039,2.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.39,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,20,12.0,29014200,-3.235131993713451,0.1078377331237817,-3.235131993713451,0.0,-0.0,0.0,-0.0,False
48358,2022.0,12.0,2.0,19.0,5.53,0.107058816,0.0,20.108355,21.318083,14.741001,14.646204,85.0,539.3618,420.00336,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.36,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,20,12.0,29014800,-3.211764412828935,0.1070588137609645,-3.211764412828935,0.0,-0.0,0.0,-0.0,False
48359,2022.0,12.0,2.0,19.0,5.52,0.10495928,0.0,20.105934,21.28313,14.724744,14.6302395,85.0,535.7221,420.0029,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.32,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,20,12.0,29015400,-3.14877841024323,0.104959280341441,-3.14877841024323,0.0,-0.0,0.0,-0.0,False
48360,2022.0,12.0,2.0,20.0,5.51,0.10310565,0.0,20.104109,21.255224,14.709002,14.614761,85.0,532.6734,420.00247,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.28,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,0.0,0.0,85.0,20,12.0,29016000,-3.0931694039636937,0.1031056467987898,-3.0931694039636937,0.0,-0.0,0.0,-0.0,False
48361,2022.0,12.0,2.0,20.0,5.471667,0.10169087,0.0,20.102533,21.23215,14.69182,14.597297,85.0,530.0873,420.00214,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.27,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,12.0,12.0,0.0,0.0,85.0,20,12.0,29016600,-3.050726117321103,0.1016908705773701,-3.050726117321103,0.0,-0.0,0.0,-0.0,False
48362,2022.0,12.0,2.0,20.0,5.4333334,0.100507714,0.0,20.101221,21.212244,14.674205,14.579361,85.0,527.88635,420.00183,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.25,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,20,12.0,29017200,-3.015231431093925,0.1005077143697975,-3.015231431093925,0.0,-0.0,0.0,-0.0,False
48363,2022.0,12.0,2.0,20.0,5.395,0.0,0.0,20.100275,21.195183,14.656377,14.561187,77.120766,526.00665,420.00156,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.24,20.0,12.0,20.0,12.0,20.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,77.12076425552368,20,12.0,29017800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48364,2022.0,12.0,2.0,20.0,5.3566666,0.14315784,0.0,20.099443,21.179941,14.638328,14.5427685,84.90912,524.3948,420.00134,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.22,20.0,12.0,20.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,84.90912199020386,20,12.0,29018400,-4.294735257184374,0.1431578419061458,-4.294735257184374,0.0,-0.0,0.0,-0.0,False
48365,2022.0,12.0,2.0,20.0,5.318333,0.0043936973,0.0,20.098576,21.16601,14.620039,14.524089,78.81193,523.0064,420.00113,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.21,20.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,78.81192624568939,20,12.0,29019000,-0.1318109166477176,0.004393697221590586,-0.1318109166477176,0.0,-0.0,0.0,-0.0,False
48366,2022.0,12.0,2.0,21.0,5.28,0.115964204,0.0,20.097815,21.153473,14.601503,14.505145,81.72376,521.8046,420.00098,1.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.19,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,81.72375977039337,20,12.0,29019600,-3.478926160919892,0.1159642053639964,-3.478926160919892,0.0,-0.0,0.0,-0.0,False
48367,2022.0,12.0,2.0,21.0,5.265,0.097394064,0.0,20.09918,21.14726,14.583893,14.487708,81.48307,504.68387,420.00082,0.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,5.26,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,81.48307226598263,20,12.0,29020200,-2.9218218819433828,0.09739406273144609,-2.9218218819433828,0.0,-0.0,0.0,-0.0,False
48368,2022.0,12.0,2.0,21.0,5.25,0.0017529498,0.0,18.972183,19.24955,14.566468,14.470473,77.6574,496.6347,420.00076,0.0,0.0,19.023037,12.0,0.0,0.0,0.0,0.0,5.32,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,77.6574020832777,19.023036420345306,12.0,29020800,-0.052588493074329994,0.001752949769144333,-0.052588493074329994,0.0,-0.0,0.0,-0.0,False
48369,2022.0,12.0,2.0,21.0,5.235,0.0,0.0,18.278847,18.086798,14.547863,14.452144,85.0,483.95047,420.00064,0.0,0.0,18.068073,12.0,0.0,0.0,0.0,0.0,5.38,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,18.068073034286503,12.0,29021400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48370,2022.0,12.0,2.0,21.0,5.22,0.0,0.0,17.868938,17.562216,14.53084,14.434868,85.0,472.98813,420.00055,0.0,0.0,17.129803,12.0,0.0,0.0,0.0,0.0,5.45,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,17.129802763462067,12.0,29022000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48371,2022.0,12.0,2.0,21.0,5.205,0.0,0.0,17.622843,17.302107,14.512648,14.416538,85.0,463.07462,420.00046,0.0,0.0,16.203257,12.0,0.0,0.0,0.0,0.0,5.52,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,16.203256607055668,12.0,29022600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48372,2022.0,12.0,2.0,22.0,5.19,0.0,0.0,17.43433,17.118732,14.493652,14.397416,85.0,456.5698,420.0004,0.0,0.0,15.293739,12.0,0.0,0.0,0.0,0.0,5.58,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,15.293739676475532,12.0,29023200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48373,2022.0,12.0,2.0,22.0,5.255,0.0,0.0,17.273232,16.965675,14.477763,14.382592,85.0,451.09363,420.00034,0.0,0.0,14.384511,12.0,0.0,0.0,0.0,0.0,5.58,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,14.384510636329656,12.0,29023800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48374,2022.0,12.0,2.0,22.0,5.32,0.0,0.0,17.130413,16.830656,14.462574,14.368484,85.0,446.47296,420.00027,0.0,0.0,13.487606,12.0,0.0,0.0,0.0,0.0,5.57,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,13.487606287002572,12.0,29024400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48375,2022.0,12.0,2.0,22.0,5.385,0.0,0.0,17.001728,16.709478,14.44789,14.354895,85.0,442.5671,420.00024,0.0,0.0,12.605402,12.0,0.0,0.0,0.0,0.0,5.57,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,85.0,12.605402290821083,12.0,29025000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48376,2022.0,12.0,2.0,22.0,5.45,0.0,0.0,16.884892,16.599861,14.433798,14.341916,85.0,439.26022,420.0002,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,5.57,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29025600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48377,2022.0,12.0,2.0,22.0,5.515,0.0,0.0,16.778341,16.500244,14.420343,14.329595,85.0,436.4563,420.00018,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,5.56,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29026200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48378,2022.0,12.0,2.0,23.0,5.58,0.0,0.0,16.680561,16.40915,14.407547,14.317949,85.0,434.07556,420.00015,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,5.56,12.0,12.0,12.0,12.0,12.0,12.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29026800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48379,2022.0,12.0,2.0,23.0,5.576667,0.0,0.0,16.584824,16.316952,14.390599,14.300892,85.0,432.0437,420.00012,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,5.56,12.0,12.0,12.0,12.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29027400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48380,2022.0,12.0,2.0,23.0,5.5733333,0.0,0.0,16.494402,16.229778,14.37283,14.283004,85.0,430.30896,420.00012,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,5.55,12.0,12.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29028000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48381,2022.0,12.0,2.0,23.0,5.57,0.0,0.0,16.409258,16.147697,14.35461,14.264669,85.0,428.82715,420.0001,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,5.55,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29028600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48382,2022.0,12.0,2.0,23.0,5.5666666,0.0,0.0,16.328909,16.07024,14.379291,14.3281145,85.0,427.56073,466.44888,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.55,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29029200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48383,2022.0,12.0,2.0,23.0,5.5633335,0.0,0.0,16.252892,15.996949,14.3734455,14.322171,85.0,426.47794,506.3494,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.54,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29029800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48384,2022.0,12.0,3.0,0.0,5.56,0.0,0.0,16.180794,15.927412,14.361744,14.310301,85.0,425.55173,540.6251,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.54,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29030400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48385,2022.0,12.0,3.0,0.0,5.556667,0.0,0.0,16.11293,15.861957,14.350079,14.298588,85.0,424.75903,570.06305,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.57,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29031000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48386,2022.0,12.0,3.0,0.0,5.5533333,0.0,0.0,16.051355,15.805591,14.185098,13.98099,85.0,424.24374,555.16034,0.0,2.0,12.0,12.0,0.0,2.0568724,0.0,1.0,5.6,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,1.0,85.0,12.0,12.0,29031600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48387,2022.0,12.0,3.0,0.0,5.55,0.0,0.0,15.986935,15.740393,14.129822,13.925568,85.0,423.49957,539.4465,0.0,2.0,12.0,12.0,0.0,2.0603936,0.0,1.0,5.63,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,1.0,85.0,12.0,12.0,29032200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48388,2022.0,12.0,3.0,0.0,5.5466666,0.0,0.0,15.92784,15.6833725,14.094435,13.890806,85.0,423.00165,532.40674,0.0,2.0,12.0,12.0,0.0,2.060149,0.0,1.0,5.67,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,1.0,85.0,12.0,12.0,29032800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48389,2022.0,12.0,3.0,0.0,5.5433335,0.0,0.0,15.87103,15.628576,14.212789,14.161269,85.0,422.575,563.17145,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.7,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29033400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48390,2022.0,12.0,3.0,1.0,5.54,0.0,0.0,15.8162985,15.575773,14.223042,14.171756,85.0,422.20932,589.4397,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.73,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29034000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48391,2022.0,12.0,3.0,1.0,5.5716667,0.0,0.0,15.764872,15.526885,14.215576,14.16461,85.0,421.89572,611.9555,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.75,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29034600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48392,2022.0,12.0,3.0,1.0,5.6033335,0.0,0.0,15.715555,15.479997,14.206796,14.156097,85.0,421.6267,631.2505,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.76,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29035200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48393,2022.0,12.0,3.0,1.0,5.635,0.0,0.0,15.670212,15.439102,14.048167,13.849134,85.0,421.45145,597.6553,0.0,2.0,12.0,12.0,0.0,2.0553405,0.0,1.0,5.78,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,1.0,85.0,12.0,12.0,29035800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48394,2022.0,12.0,3.0,1.0,5.6666665,0.0,0.0,15.62232,15.391322,13.997073,13.798816,85.0,421.198,562.1206,0.0,2.0,12.0,12.0,0.0,2.0585916,0.0,1.0,5.8,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,1.0,85.0,12.0,12.0,29036400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48395,2022.0,12.0,3.0,1.0,5.6983333,0.0,0.0,15.577845,15.349043,14.112339,14.062457,85.0,421.02808,588.5898,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.81,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29037000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48396,2022.0,12.0,3.0,2.0,5.73,0.0,0.0,15.534641,15.308004,14.122698,14.07339,85.0,420.88226,611.09454,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.83,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29037600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48397,2022.0,12.0,3.0,2.0,5.7466664,0.0,0.0,15.492094,15.266905,14.116103,14.066992,85.0,420.75702,630.31573,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.81,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29038200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48398,2022.0,12.0,3.0,2.0,5.7633333,0.0,0.0,15.4505825,15.226735,14.108234,14.05927,85.0,420.64944,646.71875,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.79,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29038800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48399,2022.0,12.0,3.0,2.0,5.78,0.0,0.0,15.410085,15.187508,14.0993,14.050498,85.0,420.55707,660.6942,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.78,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29039400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48400,2022.0,12.0,3.0,2.0,5.7966666,0.0,0.0,15.370523,15.149159,14.089958,14.04132,85.0,420.47775,672.57983,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.76,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29040000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48401,2022.0,12.0,3.0,2.0,5.8133335,0.0,0.0,15.331826,15.111626,14.080261,14.031793,85.0,420.40967,682.6666,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.74,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29040600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48402,2022.0,12.0,3.0,3.0,5.83,0.0,0.0,15.293926,15.074848,14.070331,14.022036,85.0,420.35123,691.20593,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.72,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29041200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48403,2022.0,12.0,3.0,3.0,5.8116665,0.0,0.0,15.255869,15.037283,14.05977,14.011449,85.0,420.30112,698.47754,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.65,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29041800,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48404,2022.0,12.0,3.0,3.0,5.7933335,0.0,0.0,15.218183,15.000032,14.048894,14.000545,85.0,420.25815,704.6632,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.58,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29042400,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48405,2022.0,12.0,3.0,3.0,5.775,0.0,0.0,15.1809635,14.963215,14.037774,13.989397,85.0,420.2213,709.91833,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.51,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29043000,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48406,2022.0,12.0,3.0,3.0,5.7566667,0.0,0.0,15.144209,14.926833,14.026438,13.978032,85.0,420.18973,714.37616,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.45,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29043600,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
48407,2022.0,12.0,3.0,3.0,5.738333,0.0,0.0,15.107899,14.890872,14.014909,13.9664755,85.0,420.16266,718.151,0.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.38,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,12.0,20.0,0.0,0.0,85.0,12.0,12.0,29044200,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,False
