,case,zones_controlled,name,retrofit_name,installation_cost,mean_emissions,std_emissions,mean_cost,std_cost,mean_comfort,std_comfort,bill_saving,payback,relative_emissions,relative_emissions_std,relative_cost,relative_cost_std
10,2,4,Fabric - Shallow Partial Control,Fabric - Shallow,16240.0,2.4177363476281415,0.2891406337575982,936.493970387419,255.33674308853668,35.284828543289464,10.696554934136064,521.5240474641294,31.139503689169757,-36.60085236261439,7.581996997128589,-35.76938289367762,17.512591748679913
11,2,9,Fabric - Shallow Full Control,Fabric - Shallow,16520.0,1.8801927215779701,0.22376463757291937,736.6222711644064,201.73282731525703,45.03356283295282,5.505375530667837,721.395746687142,22.900051845141338,-50.696602605573496,5.8676734158498665,-49.47783483157151,13.836099749474903
12,3,0,Fabric - Deep Manual Control,Fabric - Deep,51000.0,1.038839259570939,0.19058684199911674,555.2898765039841,151.66839095328288,12.584424852401343,15.597833766267055,902.7281413475642,56.49541391705016,-72.7590133416896,4.997667899355051,-61.91474524284498,10.402367398502573
13,3,1,Fabric - Deep One Zone Controlled,Fabric - Deep,51060.0,0.9705671843607178,0.16794124015300976,528.1317567589379,142.45904758526117,14.006116026128868,14.790401104838654,929.8862610926105,54.90994128680299,-74.54927942260854,4.403843077973159,-63.777419051572316,9.770732997880275
14,3,4,Fabric - Deep Partial Control,Fabric - Deep,51240.0,0.8322880873036319,0.1139018691592718,476.8107080547946,124.87616612999192,20.357990339083376,10.778712128299784,981.2073097967539,52.2213802204692,-78.17530626299872,2.9867944145717567,-67.29733774090148,8.564788953294435
15,3,9,Fabric - Deep Full Control,Fabric - Deep,51520.0,0.6377477313148007,0.09628333381640218,406.8224900327055,109.11437693062669,25.171312151192286,5.804272759615615,1051.195527818843,49.01086299986491,-83.27664527494893,2.5247919615528853,-72.09756772195615,7.483746812087505
16,4,0,Fabric - Passivhaus Manual Control,Fabric - Passivhaus,71000.0,0.8463195705513862,0.15851098007999032,477.47394744319905,128.93498999560617,13.541051123645806,13.269928029865362,980.5440704083494,72.40878012798743,-77.80736536701617,4.156557863762425,-67.25184863306578,8.843168494282216
17,4,1,Fabric - Passivhaus One Zone Controlled,Fabric - Passivhaus,71060.0,0.7630613863550851,0.13303058366936785,445.070843532156,118.58464874456573,16.608829327329616,13.098460276965039,1012.9471743193924,70.151733280411,-79.99060503955545,3.488397575945705,-69.47425627922028,8.133277318431583
18,4,4,Fabric - Passivhaus Partial Control,Fabric - Passivhaus,71240.0,0.6427964730368286,0.08850250950018565,401.2137362486546,104.49263342982407,22.990398539235585,10.158570356057249,1056.8042816028938,67.41077911980796,-83.14425452765678,2.320759114857956,-72.48225115627444,7.166758719744657
19,4,9,Fabric - Passivhaus Full Control,Fabric - Passivhaus,71520.0,0.4953901063027748,0.07108220824686781,349.41674086114483,92.56137043621169,29.428113901572804,7.336491735484403,1108.6012769904037,64.51372687767443,-87.00962140954654,1.8639548598653441,-76.03481324764249,6.34843803731622
20,5,0,System - ASHP Manual Control,System - ASHP,28000.0,1.4565386851490019,0.23244582170928285,2577.5067930652726,617.6563375670822,17.317509598521116,15.355060679349869,-1119.4887752137242,-25.011416478610474,-61.80588043443358,6.095315968880339,76.78154601020216,42.362736948698696
21,5,1,System - ASHP One Zone Controlled,System - ASHP,28060.0,1.4110221627273345,0.20808854922584422,2495.744052936859,568.9762640571261,21.232209485455776,15.54648624906585,-1037.7260350853107,-27.039892082589223,-62.99943850282372,5.4566068243797465,71.17374561766007,39.02395286551649
22,5,4,System - ASHP Partial Control,System - ASHP,28240.0,1.254857169112867,0.1587135680433294,2222.714104353861,478.13693686883346,33.411213903686786,11.978108510795002,-764.6960865023125,-36.929703837204876,-67.09447868190192,4.161870231345388,52.44764311137421,32.79362333075888
23,5,9,System - ASHP Full Control,System - ASHP,28520.0,1.0317986819067815,0.14803691667326715,1835.4190238102585,414.0006533208609,41.639713343480466,6.264885353662602,-377.40100595871013,-75.56948590412675,-72.94363505332507,3.8819014923439177,25.88452277941164,28.3947556375818
24,10,0,System - ASHP+PV+Batt Manual Control,System - ASHP+PV+Batt,48000.0,1.0832553998716268,0.1867917104600481,1932.523978624247,500.3557313177397,17.36980771357697,15.470468774135256,-474.5059607726987,-101.15784409080018,-71.5943100690732,4.898149974257572,32.54458826729065,34.3175273001794
25,10,1,System - ASHP+PV+Batt One Zone Controlled,System - ASHP+PV+Batt,48060.0,1.0227158898607092,0.16459646681217743,1824.0288958753538,442.8738078356163,21.460103796719093,15.655764276058347,-366.0108780238054,-131.30757276802623,-73.18180877911347,4.316134681208949,25.103316525754458,30.375057263572756
26,10,4,System - ASHP+PV+Batt Partial Control,System - ASHP+PV+Batt,48240.0,0.8626474487096779,0.11536025676949224,1539.1973298847363,321.7460678362327,33.85920059614409,12.09231479320937,-81.1793120331879,-594.2400691974135,-77.37920720205402,3.025037017618034,5.567785242654893,22.06735883211781
27,10,9,System - ASHP+PV+Batt Full Control,System - ASHP+PV+Batt,48520.0,0.6882259925414761,0.11142719206214227,1228.605542576696,266.5640196484088,42.19257356671741,6.320913900039076,229.41247527485234,211.49678081747567,-81.9529778952828,2.9219021368055365,-15.73454322690068,18.28262863590686
