,episode_num,cost,gas_cost,electricity_cost,cumulative_reward,mean_reward,cumulative_emissions,mean_emissions,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_emissions_penalty,mean_emissions_penalty,cumulative_air_quality_penalty,mean_air_quality_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,mean_air_quality_violation,std_air_quality_violation,cumulative_air_quality_violation,length(timesteps),time_elapsed(seconds),year,case,rep,zones_controlled,onoffseed,tempseed,filename,Unnamed: 0
3703,0,111335.67807974,111335.67807974,0.0,-425884.3686629043,-8.102822843662564,3861.013788990075,0.0734591664571932,-56559.41514206466,-1.0760923733269532,-115830.41366970223,-2.203774993715796,-278241.2352838043,-5.29378301529308,20.2130898021309,1.0760923733269532,3.0259644830531007,27824123.52838044,529.3783015293081,610.2758463457216,56559.41514206466,52560,31536000,2023,0,0,0,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_10_tempseed_30_paper2_final_runs_v1-res3_progress.csv,
3709,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_10_tempseed_42_paper2_final_runs_v1-res2_progress.csv,
3718,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_10_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
3727,0,158902.1037149956,158902.1037149956,0.0,-471759.8781310477,-8.975644561092992,3314.738562290308,0.0630658021744731,-42353.45102249992,-0.8058114730308203,-99442.15686870924,-1.891974065234194,-299408.6160593099,-5.6965109600325325,22.100456621004565,0.8058114730308203,2.2861222082008563,29940861.605930988,569.6510960032532,632.2830864686758,42353.45102249992,52560,31536000,2022,0,0,4,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_10_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
3733,0,124284.81370460975,124284.81370460975,0.0,-380065.27579399385,-7.231074501407797,4343.339271707623,0.0826358308924585,-375.1659897089261,-0.0071378612958319,-130300.17815122868,-2.479074926773757,-278012.7037125437,-5.289435002141243,4.779299847792998,0.0071378612958319,0.0674458022398096,27801270.371254373,528.9435002141244,601.5948541720904,375.1659897089261,52560,31536000,2023,0,0,4,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_5_tempseed_15_paper2_final_runs_v1-res1_progress.csv,
3758,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,5,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_5_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
3761,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,15,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_15_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
3765,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,15,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_15_tempseed_15_paper2_final_runs_v1-res1_progress.csv,
3782,0,155897.7969381952,155897.7969381952,0.0,-482095.5359324276,-9.17228949643127,3250.9983434682595,0.061853088726565,-52725.78343266532,-1.003154174898503,-97529.95030404776,-1.855592661796952,-301829.7648246248,-5.742575434258463,25.439497716894977,1.003154174898503,2.6146746224481654,30182976.482462484,574.2575434258464,640.0895717649156,52725.78343266532,52560,31536000,2022,0,0,4,15,30,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_15_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
3796,0,160830.5946251859,160830.5946251859,0.0,-378243.5722660868,-7.196414997452185,5659.175628220391,0.1076707691822753,0.0,0.0,-169775.26884661173,-3.2301230754682595,-246668.06280322227,-4.693075776317015,0.0,0.0,0.0,24666806.280322228,469.3075776317015,577.5085679548447,0.0,52560,31536000,2023,0,0,0,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_5_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
3830,0,90756.90937174266,90756.90937174266,0.0,-425631.1509528532,-8.098005155115167,3109.91673346728,0.0591688876230456,-51135.83503047394,-0.9729040150394586,-93297.5020040184,-1.77506662869137,-300247.0883653566,-5.712463629477866,28.563546423135467,0.9729040150394586,2.561398091710694,30024708.83653566,571.2463629477865,634.0406011468423,51135.83503047394,52560,31536000,2023,0,0,4,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_10_tempseed_42_paper2_final_runs_v1-res2_progress.csv,
3835,0,180795.90325123305,180795.90325123305,0.0,-466000.8660584186,-8.86607431617996,3794.485316524868,0.0721934040434716,-27937.298849511342,-0.5315315610637622,-113834.55949574604,-2.1658021213041483,-290154.4387590735,-5.520442137729709,18.327625570776256,0.5315315610637622,1.7783216621253946,29015443.87590736,552.044213772971,613.5092758658251,27937.298849511342,52560,31536000,2022,0,0,4,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_10_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
3847,0,137379.97107911893,137379.97107911893,0.0,-410137.33855644776,-7.8032218142398735,4834.965150899617,0.0919894435102666,-31896.38910799835,-0.6068567181887053,-145048.95452698853,-2.759683305308001,-265850.3951086222,-5.058036436617622,14.634703196347033,0.6068567181887053,2.0899082020523907,26585039.51086222,505.8036436617622,586.8153077358239,31896.38910799835,52560,31536000,2023,0,0,0,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_10_tempseed_15_paper2_final_runs_v1-res4_progress.csv,
3852,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,10,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_10_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
3855,0,163616.04497414993,163616.04497414993,0.0,-433667.2109609411,-8.250898229850478,3414.2692287250275,0.0649594602116633,-825.5387357671616,-0.01570659695143,-102428.07686175084,-1.9487838063499017,-298987.3858318218,-5.68849668629798,10.736301369863014,0.01570659695143,0.1152699983073836,29898738.583182182,568.8496686297981,639.0011924351888,825.5387357671616,52560,31536000,2022,0,0,4,5,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_5_tempseed_42_paper2_final_runs_v1-res3_progress.csv,
3857,0,162630.6182244396,162630.6182244396,0.0,-493145.8280447327,-9.382530974975888,3391.202092922364,0.0645205877648851,-72019.95982764609,-1.3702427668882438,-101736.06278767092,-1.935617632946555,-288077.75944767264,-5.480931496340804,27.045281582952818,1.3702427668882438,3.5625114868362404,28807775.94476726,548.0931496340803,629.0713551678144,72019.95982764609,52560,31536000,2022,0,0,0,10,42,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_0_onoffseed_10_tempseed_42_paper2_final_runs_v1-res3_progress.csv,
3861,0,137379.97107911893,137379.97107911893,0.0,-410137.33855644776,-7.8032218142398735,4834.965150899617,0.0919894435102666,-31896.38910799835,-0.6068567181887053,-145048.95452698853,-2.759683305308001,-265850.3951086222,-5.058036436617622,14.634703196347033,0.6068567181887053,2.0899082020523907,26585039.51086222,505.8036436617622,586.8153077358239,31896.38910799835,52560,31536000,2023,0,0,0,10,15,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_10_tempseed_15_paper2_final_runs_v1-res3_progress.csv,
3864,0,142432.41786699308,142432.41786699308,0.0,-420157.4084609814,-7.993862413641199,2951.908865402867,0.0561626496461732,-2279.399576536085,-0.0433675718519042,-88557.265962086,-1.684879489385198,-301354.04782745824,-5.733524502044487,11.23097412480974,0.0433675718519042,0.2600165670250774,30135404.78274582,573.3524502044486,637.4217647594879,2279.399576536085,52560,31536000,2022,0,0,9,5,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_9_onoffseed_5_tempseed_15_paper2_final_runs_v1-res2_progress.csv,
3873,0,107680.61488063632,107680.61488063632,0.0,-378160.6462348833,-7.194837257132483,3722.399051113976,0.0708218997548321,-483.5819163216272,-0.0092005691842014,-111671.9715334193,-2.124656992644964,-289583.553284713,-5.509580541946595,4.899162861491629,0.0092005691842014,0.0798763530481663,28958355.328471303,550.9580541946594,621.986683352765,483.5819163216272,52560,31536000,2023,0,0,4,5,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_5_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
3894,0,89161.47712320148,89161.47712320148,0.0,-440260.7896400468,-8.376346834856294,3055.33294577312,0.0581303832909649,-65179.696609447856,-1.2401007726302864,-91659.98837319358,-1.7439114987289497,-302138.0885961079,-5.74844156385289,31.95395738203957,1.2401007726302864,2.957880692461412,30213808.859610792,574.844156385289,640.6978867421333,65179.696609447856,52560,31536000,2023,0,0,4,15,42,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_4_onoffseed_15_tempseed_42_paper2_final_runs_v1-res1_progress.csv,
3895,0,176333.0793405838,176333.0793405838,0.0,-471621.83661879005,-8.973018200509705,3701.60978631976,0.0704263657975601,-33669.1745295465,-0.6405855123581906,-111048.2935895928,-2.112790973926804,-293694.569880712,-5.587796230607153,20.279680365296805,0.6405855123581906,2.0275586027154637,29369456.9880712,558.7796230607153,624.336353312212,33669.1745295465,52560,31536000,2022,0,0,4,15,15,Eplus-env-06-27_thermostat_rbc_eco_year_2022_case_0_rep_0_zone_4_onoffseed_15_tempseed_15_paper2_final_runs_v1-res1_progress.csv,
3914,0,86464.38924055232,86464.38924055232,0.0,-370322.0397949705,-7.045700909341143,2961.180426702392,0.0563390492142768,-1952.170947932172,-0.0371417608054066,-88835.41280107175,-1.6901714764283058,-297633.35200934246,-5.662735007788099,12.3382800608828,0.0371417608054066,0.2189081993906933,29763335.20093425,566.2735007788099,629.8419070257769,1952.170947932172,52560,31536000,2023,0,0,9,15,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_9_onoffseed_15_tempseed_30_paper2_final_runs_v1-res1_progress.csv,
3945,0,129662.0885257179,129662.0885257179,0.0,-369720.7365833612,-7.034260589485564,4500.875171770735,0.0856330892650444,-5.7654865771675325,-0.0001096934280283,-135026.25515312204,-2.568992677951333,-263638.41647389415,-5.015951607189767,0.0323439878234398,0.0001096934280283,0.0081386358125348,26363841.64738942,501.5951607189768,604.5575726986165,5.7654865771675325,52560,31536000,2023,0,0,0,5,30,Eplus-env-06-27_thermostat_rbc_eco_year_2023_case_0_rep_0_zone_0_onoffseed_5_tempseed_30_paper2_final_runs_v1-res2_progress.csv,
